,node,TIL_6,TIL_16,TIL_1,TIL_44,TIL_35,TIL_2,TIL_42,TIL_12,TIL_13,TIL_27,TIL_4,TIL_20,TIL_21,TIL_29,TIL_43,TIL_15,TIL_30,TIL_31,TIL_14,TIL_19,TIL_26,TIL_36,TIL_37,TIL_8,TIL_9,TIL_5,TIL_41,TIL_22,TIL_23,TIL_3,TIL_40,TIL_7,TIL_10,TIL_34,TIL_38,TIL_39,TIL_18,TIL_11,TIL_17,TIL_28,TIL_32,TIL_24
3433,SARS,0.291493,0.396807,0.152692,0.623043,0.339256,0.530702,-0.074038,0.862705,0.52743,0.582341,0.0715486,0.140898,0.363238,0.30938,-0.115173,-0.0747028,1.01231,0.0607416,0.978338,0.0364031,0.303291,0.0711284,0.563563,0.465376,-0.0783015,0.520071,0.507324,-0.00499284,0.294111,-0.24403,0.74332,1.24785,0.481629,0.678634,0.226311,0.64051,0.435499,0.889317,-0.00825581,0.0214278,-0.0401986,0.590938
3434,SARS2,0.919706,0.562758,2.00323,1.29153,0.259781,0.658406,0.421602,0.998307,0.37984,0.844039,0.427178,-0.242991,0.975653,0.890838,1.35306,1.17163,2.06544,0.31611,0.804492,1.20835,0.29715,1.10665,1.06557,2.0431,0.931652,0.0358552,1.49875,1.57037,1.36729,1.05228,1.17291,2.25401,1.55744,0.830616,0.315187,1.19308,1.56141,2.52847,0.601275,0.800795,-0.458628,2.35606
3435,SART1,-1.77238,-0.933851,0.322255,-1.2284,-0.159516,-0.525446,-0.597371,-0.582696,-1.23696,-0.922358,0.547075,-0.0185699,0.270375,-0.0368285,-0.869017,-1.01767,-0.589496,-0.825137,-0.0789371,-0.7529,-0.306011,-1.10533,-0.6552,0.308507,-0.442906,-0.649243,-0.496455,-0.295736,-0.460084,0.119729,-0.199744,-0.164669,-0.234304,0.336622,-1.73332,-0.904436,-0.362219,0.375426,0.169007,0.229212,0.191497,-0.948078
3436,SART3,-0.620345,-0.5946523333333333,-0.510535,-0.44102,-0.512118,-0.20851699999999998,-0.531245,-1.04508,-0.29505,-0.255276,-0.641418,-0.453324,-0.433422,-0.0970282,-0.7698459999999999,-0.390851,-0.291893,-1.65548,-0.354528,-0.771141,0.0619787,-0.775169,-0.417637,0.143132,-0.667941,0.041871,0.300291,-0.021981700000000003,-0.646569,0.421192,0.261271,-0.542091,-0.261019,-0.362452,-1.14898,0.0759879,-0.4364656666666667,0.0519868,0.0526844,0.461087,-0.0306025,-0.297435
3437,SASH1,-0.901398,0.0623741,0.178544,-1.49445,-1.18539,1.60583,-1.03492,-1.36961,0.844583,-0.178364,0.341854,-0.133533,-0.408015,-0.338534,-1.2556,-1.2869,-0.752196,-0.889045,0.17656,-0.475178,-0.33702,-0.327675,0.679806,0.334504,-1.02605,-0.277808,-0.583782,1.75296,0.298598,0.16369,0.392209,-0.406477,0.945303,0.748163,-1.21698,-0.481663,0.395945,-0.217961,-0.47168,-0.187364,1.5005,0.130397
3438,SBDS,-0.0252196,0.382551,1.1369,0.310808,0.215687,1.0141,0.143827,1.09275,0.160406,-0.146124,0.266355,-0.0562446,0.522642,0.220888,0.736464,0.294742,0.862441,0.732377,0.922293,0.732816,0.37231,0.149245,-0.276767,0.674228,0.374647,0.852525,0.114374,0.638649,0.70351,0.273663,0.417089,0.238024,0.884063,0.503212,0.113706,0.585141,0.901646,-0.05913,0.374596,0.352,0.164249,0.411672
3439,SBF2,0.0,0.0,-0.671776,5.567,0.0,-1.2693,0.466801,2.09983,-0.846537,1.06676,0.0,-2.85896,-0.736868,-0.598828,-0.472394,-0.848822,0.271211,3.1901,0.0,0.0,2.19223,-0.257229,0.0,2.52305,-0.770835,-1.25652,0.854388,-0.144008,-0.349961,-1.23145,0.454535,2.33131,-2.31269,-0.588515,2.69309,1.11615,2.79418,3.82904,0.0,0.16075,0.757444,0.0
3440,SBNO1,0.587664,0.804286,-0.419144,0.0,-0.946235,2.04946,0.213702,-0.721829,-1.0963,-0.684005,0.829248,1.89881,-0.0417104,1.13474,-0.330972,0.937417,1.51553,0.0,-0.944099,-1.99186,2.33912,-0.338507,0.0349076,-1.16491,1.19763,-0.370492,0.0,-1.01798,1.08454,0.212251,0.518745,0.164486,1.10384,1.96571,0.0,-0.204833,0.955716,1.41957,-1.06313,1.70818,2.41722,-0.169037
3441,SCAF11,0.0,0.127538,2.69697,0.0,-0.614168,-1.30156,0.62103,3.60403,1.06035,3.40859,4.22187,2.18166,4.36582,1.74276,-0.794743,0.174729,0.265443,0.0,1.81341,-0.150448,-0.189397,-1.41379,1.47632,0.93747,2.03582,0.152103,0.0,0.301279,4.21845,2.75594,0.163205,0.122972,3.89916,1.78073,-0.138116,5.12537,0.0,1.37725,0.0,0.711209,2.6803,1.18591
3442,SCAF4,-0.849447,1.00184,-0.0970024,-1.15395,0.578838,-0.991047,-0.974554,-0.339162,0.000346065,0.578808,-2.40724,0.289339,-0.663814,1.24648,0.00490218,-0.2929,-0.806075,-0.445164,0.0,0.326678,0.0,-0.779793,-1.75495,0.0,-1.266,-1.60176,-0.578922,0.671084,-0.87789,-1.30142,-0.825297,0.0474101,-0.434711,1.12872,-0.0222352,-0.33894,-0.213476,-0.0716621,-0.540226,0.0393513,1.90006,-0.0962952
3443,SCAF8,-0.655387,-0.675653,-0.276961,-0.736633,-0.3763,-1.12048,-0.02961,0.425792,-0.476855,-0.0901133,-0.604566,-0.421963,-1.01342,0.219448,0.265408,0.059291,0.185732,-0.219601,0.0267961,-0.47475,0.435691,-0.727934,-0.49102,0.117539,-0.814992,-0.424048,-0.994438,-1.28776,-1.36203,-0.487962,-0.144275,-0.458898,0.945222,0.0323266,-0.7281,-0.507845,0.189451,-0.390945,-0.0401651,0.121907,0.0329705,0.180451
3444,SCAMP1,0.0,0.417439,-0.0681606,-0.740266,0.269738,-0.284301,-0.109206,0.259648,-0.837613,-0.936591,-1.60787,0.544411,-0.0470363,-0.482044,-0.884291,-1.41833,0.0471094,-0.334792,0.183443,0.680905,0.14375,0.533062,-1.09502,-1.03736,-0.599994,-0.347978,0.826164,0.819696,-0.611943,0.549764,-0.210346,-0.433846,0.0244187,1.79138,0.846786,0.473976,1.22136,0.0459576,-0.52071,0.417095,1.18533,0.0
3445,SCAMP2,0.101751,0.186959,0.99795,-0.877448,-0.163402,0.848656,-0.123059,1.29093,-0.310154,0.373127,0.709772,0.686342,-1.1394,0.32302,0.440674,-1.08509,0.267089,-0.159489,0.828921,0.73005,-0.0513572,1.00079,0.555788,0.0,0.804831,0.305201,1.14125,0.702024,0.252846,1.33465,0.738615,-0.414104,0.813713,2.65195,0.606543,1.32406,1.34251,0.885939,1.89796,0.8114,0.675782,0.122154
3446,SCAMP3,-0.513701,-0.166708,1.12094,-0.189138,-0.15562,0.31983,0.928433,0.333842,-0.389355,0.225649,0.378957,0.110704,0.891736,0.0213421,-0.205679,-1.22628,-0.112952,-0.22521,-0.0313504,1.71066,-0.0776577,0.15799,0.254425,-0.370576,0.399719,0.0314957,0.619959,0.551609,0.244907,0.301804,0.134003,-1.82673,0.860281,1.15162,0.380538,-0.0968593,0.337202,0.272559,0.110485,0.344144,0.692799,0.107494
3447,SCARB1,-1.7262,1.19926,0.146819,-0.58078,0.0,-0.745926,-1.48521,-0.214249,-0.407636,-1.10909,1.16639,0.507432,-0.415874,0.098808,0.612036,-0.618532,-0.463607,-0.831487,0.968629,-0.910101,-0.618516,-1.12644,0.582733,-1.06965,-1.22918,-1.78388,-0.539797,-0.222978,-0.0659681,1.39515,-0.22824,-0.589059,-0.551045,0.198622,-1.46081,-1.42436,-0.242256,0.396594,-0.118193,-0.572313,1.36695,0.782379
3448,SCARB2,0.844123,0.0852796,0.0544423,0.458591,1.1669,0.138555,2.44506,1.22652,2.58849,1.65709,2.41442,0.586446,0.631772,-0.710721,0.681638,-0.165227,0.745352,0.261509,1.32439,1.97917,1.23095,0.822936,2.29978,0.184036,0.938493,0.818375,1.88188,0.624544,0.890376,1.16884,1.61739,1.70314,0.376782,1.60496,1.73101,1.47182,1.4876,2.62034,0.595414,0.181857,1.47097,2.43494
3449,SCCPDH,0.0572206,0.477199,0.163597,-0.559216,1.25659,0.730881,1.32059,1.49675,1.29705,-0.65227,1.27978,1.05136,2.116,0.452838,0.0,1.42294,-1.92163,1.36846,-0.698684,1.20508,0.876603,1.58364,0.865405,0.186915,0.863881,0.872659,2.51874,1.07827,1.30266,2.0443,1.95265,0.553959,0.240946,1.05492,1.60706,1.57722,1.65888,-0.560405,2.02831,-1.21976,2.46246,0.525312
3450,SCFD1,1.17009,1.1475,1.30436,0.614738,1.31152,0.899086,0.740512,0.207302,0.929041,0.784048,2.25267,1.31722,0.247751,0.155937,0.841333,0.978341,0.179005,0.66607,0.924976,0.652341,0.363916,0.747039,0.0170049,0.466891,-0.335308,0.334975,0.788667,0.994198,0.661273,1.04478,1.17353,1.476,0.86703,0.914287,0.49459,1.09636,0.967554,0.979539,-0.148803,0.93129,1.37344,0.774874
3451,SCFD2,0.0,0.280084,0.0663319,0.552447,1.83159,-0.415172,-0.460659,-0.446443,0.45321,-0.975783,0.219156,-0.918721,-0.412704,-1.43022,-0.573815,-0.446319,-1.04893,-0.268894,-0.446106,-0.226309,0.557105,-0.486362,0.0,0.242725,-0.872052,-0.739294,0.452897,-0.748308,-0.362683,-0.617136,-0.287775,0.460604,-1.23904,-0.175943,0.0647129,0.0698836,-0.467546,-0.322617,0.0534644,-0.369631,-0.778771,1.00197
3452,SCO2,0.943097,0.0,2.52515,0.0,0.0,0.43124,1.97626,1.95533,-0.338776,0.0,3.05228,0.0,2.11894,1.08991,1.55617,0.335834,0.0,-0.620018,0.281891,0.547726,1.39091,0.0,0.0,0.302281,0.0,-0.28438,1.52549,1.16585,2.50129,0.309392,0.316351,-0.577892,0.781096,-0.0608726,0.0,0.64266,0.0,2.51244,0.787053,0.618278,1.90561,0.0
3453,SCP2,-0.392872,0.589517,0.241661,-0.659827,-0.0865775,-0.519655,-0.589174,0.98986,1.13904,0.460388,-0.0158479,0.16111,0.251769,0.22542,0.538978,0.000407919,0.0188797,1.42648,0.0204073,0.145565,0.760044,-0.163576,0.420055,-0.391401,-0.384048,0.0104302,1.70191,0.357193,2.13841,0.577241,1.2344,0.0718251,0.102368,-0.31667,-0.921403,-0.0276856,0.473969,-0.104718,0.522532,1.5322,0.0645196,1.27374
3454,SCPEP1,2.24819,2.12098,2.65179,-0.158138,2.52598,1.60899,3.04276,2.6087,2.57094,4.23885,0.876871,2.95482,1.29277,2.106,1.96868,1.31314,1.92798,1.475,1.7264,1.65524,2.43475,1.67334,3.44879,1.53812,0.728836,1.4785,1.48982,2.48948,2.47348,3.37681,3.03339,1.82873,2.73102,2.2771,0.823734,1.34173,2.81198,2.42727,1.25943,2.8788,3.40725,3.25075
3455,SCRIB,-0.152856,-0.104409,0.144387,0.88624,0.125272,0.190275,0.499535,-0.45317,-0.802749,0.118658,0.877512,0.562261,-0.509661,0.325993,-0.000752509,-0.410283,0.253298,-0.312024,0.421664,0.610416,0.0591741,-0.234876,-0.439682,-0.294488,-0.171523,0.696255,0.396136,2.81148,-0.190036,0.665805,1.15996,-0.626827,-0.175336,-0.982136,-0.136353,-0.561145,-0.439541,-0.26551,0.839694,0.614709,0.867038,-0.0200529
3456,SCRN1,-2.17934,0.0569686,-1.02563,-1.06041,0.228893,-1.17625,-0.816531,-0.185741,0.505431,-0.408573,-0.0212787,-0.290262,-0.229718,-1.05355,0.449643,-0.165796,-1.46505,-1.20684,0.00624034,-1.67711,-0.876965,-1.97776,-0.470446,-0.96659,-0.168549,-1.1767,-1.09683,0.139261,-0.269011,-0.241876,0.536765,-1.56912,-0.50575,-1.66222,-0.257899,-0.877669,0.704104,-0.405966,-0.537208,-0.373322,0.00857718,-0.186462
3457,SCYL1,-0.157844,0.0288912,-0.771567,0.745623,-0.00412089,0.245808,0.141459,0.315695,-0.788107,-0.63312,1.41582,-0.521169,0.400674,-0.477255,0.244074,-0.300588,0.0528931,0.258736,-0.171786,-0.448036,0.11991,-0.438357,-0.26195,0.311226,0.508612,0.280792,0.28033,0.123812,-0.388754,0.217495,0.943419,-0.5363,0.603701,0.577622,-0.530984,0.194792,1.15519,-0.539093,-0.472492,0.0571276,0.0309595,-0.0528296
3458,SCYL2,-1.5207,-1.46323,-0.845768,0.0,-0.371074,-0.961624,-1.57009,-1.81974,-0.315045,-1.272,-0.0450128,-0.342836,-0.911995,-0.45947,0.0,-0.865938,-0.701635,-1.18593,-0.522185,-0.0267587,-0.0993856,-1.40969,-0.766706,-0.880106,-0.542035,-0.431567,-0.188109,-0.506249,-1.42645,-0.309431,-0.975193,-0.963468,-0.195077,-1.01866,0.35362,-0.211382,-0.764338,-0.0364949,-0.800026,-0.424034,-0.314555,0.0
3459,SDAD1,-1.65687,0.00114614,-0.122887,-0.532713,0.0,-0.66156,-1.1469,0.138519,-0.831595,-0.836951,0.46969,0.255624,-0.155798,-0.0485929,0.0,-1.55624,0.417066,-0.18247,-0.348453,0.139327,0.102613,0.0654062,-0.937671,-0.116371,-0.466572,0.0,-0.141073,-0.2375,0.0285183,-0.257078,-0.14092,-1.17326,-0.580941,-0.4421,0.0,-0.163052,0.0,-0.262869,0.50981,0.00996211,1.14745,0.243926
3460,SDC1,1.57324,0.547844,0.0,0.0,0.0,0.520875,-2.88845,-0.458666,0.0,0.863327,-1.07621,1.36585,-3.62042,-0.97558,0.0,0.141784,0.0,0.0,-0.292932,0.0,-1.67718,0.242817,0.0178391,1.81839,-0.323035,0.0756944,1.52198,-0.417893,0.362127,-0.555098,1.03936,0.0,-0.988014,1.23721,0.0,1.11207,-1.00146,0.0,0.864777,-1.33938,0.0,0.835475
3461,SDC2,0.0,0.683797,-0.669832,-0.219886,1.91439,-1.05272,-1.17936,0.0,1.59264,0.782453,1.15448,0.368616,2.21727,0.0,0.572594,2.78065,-1.1038,1.88032,-0.17513,0.960105,-0.157859,0.12793,0.0,0.0,0.0,0.970973,0.0,-0.669779,-1.74176,-0.372711,1.38896,1.17827,0.129315,-0.233891,0.0,2.17634,0.718442,0.285768,-1.30366,0.0,-1.13248,0.0
3462,SDCBP,0.648647,0.0806478,3.5819,2.28504,0.365319,2.87791,4.49215,1.31116,0.348306,-0.556313,1.29284,1.94337,1.64788,0.425162,2.38738,-0.241798,2.22664,1.34715,2.39563,3.91301,0.405489,2.83844,2.92543,1.15546,1.2549,1.23937,2.00992,2.7073,3.24285,-0.426884,1.03863,0.116012,0.987888,3.10821,2.84993,0.742739,0.938508,3.06378,0.939748,0.550161,0.285199,4.0587
3463,SDF2,-0.621106,0.862875,0.355943,-1.72803,0.188366,0.0759581,-0.682305,0.164425,1.06255,0.609074,-0.335571,1.11718,0.511879,0.147558,0.793587,1.09407,0.500175,1.92519,0.0313922,0.202153,0.917809,0.22877,-0.872987,-0.108902,1.08717,0.109037,0.1285,-0.579952,-0.0566626,0.328728,0.438385,0.629401,0.260253,-1.19003,1.00283,0.395542,0.894242,-1.63524,1.62695,0.550878,0.636233,-0.750555
3464,SDF2L1,-0.163598,1.09789,0.367349,0.228118,1.01683,1.15737,0.454594,1.23421,0.943669,1.71278,1.66873,0.477102,1.12886,1.2896,1.46751,-0.164317,0.789346,0.669813,0.242322,-0.0150326,0.81056,-0.154848,1.3172,-0.306038,1.17778,0.850892,0.537239,0.80273,0.850353,0.790018,1.11352,0.825656,0.108149,1.79296,0.333947,0.636606,1.6566,0.545629,1.06624,1.29762,0.693605,-0.28658
3465,SDF4,-0.0386601,0.472817,0.328991,0.911537,1.72283,1.45522,0.660512,1.47964,1.51869,1.01257,0.483619,0.348191,1.58719,0.849522,1.41322,1.2509,0.799193,1.58084,0.710184,1.45736,0.759857,0.374946,0.200927,0.512243,-0.468571,1.2054,0.576476,0.76051,0.255711,-0.170384,0.50121,1.07942,0.0813666,0.834196,2.17229,1.62555,1.94186,1.15523,0.619735,0.768568,0.203182,0.650699
3466,SDHA,0.932623,0.173019,0.427635,0.0581974,0.0432083,0.43427,-0.377631,-0.70805,-0.839821,-0.808781,-1.01033,0.0512135,-0.0634023,-0.874732,-0.420954,-0.659665,0.374274,-0.880376,-0.500061,-0.404507,-0.00411425,0.0888473,0.501745,0.158386,0.263096,-0.193149,2.10387,0.934632,0.684257,1.42962,0.844559,0.771391,-0.319695,0.496258,-1.09916,0.494299,-0.662985,0.216015,0.0556763,-0.601247,-0.249622,-0.0341527
3467,SDHAF4,1.16556,0.859052,1.87796,0.524862,0.0,0.947118,0.0,2.2352,1.82617,0.0,0.0,0.760232,2.50602,2.87946,0.0,1.55136,1.37722,1.7739,0.0,2.1381,3.22746,1.09472,-0.61594,0.926146,0.475048,1.34424,3.1432,1.90306,1.61067,2.04292,0.87046,2.73924,0.91992,2.0306,0.0,3.66961,2.00867,4.16112,-0.436376,0.337551,-0.81414,1.68458
3468,SDHB,0.852413,-0.722199,0.991896,0.0645215,-0.764994,0.134296,0.248729,0.600992,-0.441654,0.190082,0.0356221,0.0609108,1.00528,0.367968,0.37464,-0.348181,0.737803,0.223401,0.229369,0.695281,0.783186,0.625885,0.767166,0.804051,0.867671,-0.0630073,1.65617,0.751498,0.31435,0.428407,0.637299,1.03929,0.475668,1.15282,-0.756931,0.308007,1.26737,-0.383803,0.100779,0.43087,-0.218233,-0.0601801
3469,SDHC,0.659204,0.0,1.92857,-0.745281,-0.228858,1.16985,0.451312,0.843786,0.0,0.22332,-0.723182,2.083,1.37461,-0.264086,0.519826,-1.24724,-0.465672,-0.200454,0.638377,0.508229,1.77544,0.738993,2.66839,0.460077,0.657838,0.0472242,1.13899,1.42218,1.49683,1.6092,0.95131,0.768537,0.0,0.419298,-0.258913,0.704324,0.0288735,1.41389,-0.546416,-1.11992,0.640737,1.10906
3470,SDHD,0.0,-0.247826,1.07963,-0.442393,0.0,0.177073,-1.12867,-0.710716,-0.316022,-1.87687,0.0,0.0,0.122084,-1.74665,0.124146,0.0,-0.849939,0.308236,-0.398423,0.0423124,-0.261021,1.51058,0.0,0.0,-0.18681,-0.902329,0.525042,0.187652,-0.113258,0.112572,1.17523,0.2863,-1.46205,-0.448292,0.0,0.0,0.0,0.845628,-1.94582,1.16513,0.0,0.0
3471,SEC11A,-0.00415081,-0.0255758,0.564986,-0.928147,0.568743,-0.227426,-0.423228,-0.129455,-0.124434,-0.957167,-0.195897,-0.4133,-0.21905,-0.81947,-0.14994,-0.693832,0.421732,-0.331756,0.449573,0.639018,0.0833181,-0.431725,1.48217,0.500174,-1.32024,0.254691,-0.140366,0.0338643,-0.0195499,1.17364,0.600334,0.332028,0.158304,0.613288,-0.448123,0.351772,0.71867,0.229015,-0.789337,0.250216,-0.278111,-0.198631
3472,SEC13,0.0959899,0.186612,0.37599,0.336715,0.978747,-0.0244823,-0.154121,-0.516466,0.539593,0.371063,0.0837257,-0.152066,0.180973,0.080649,0.420129,0.405777,0.336367,0.626305,-1.01786,0.368176,0.652144,-0.0901551,-0.334449,0.41257,-0.0853106,0.212212,0.348137,0.152241,0.0690142,-0.807608,0.667877,0.147652,0.460044,0.220242,0.252899,0.525121,0.331594,-1.45606,0.168584,0.166366,-0.0635727,-0.16871
3473,SEC16A,-0.792857,-0.221028,-0.19602,-0.465086,0.653914,-1.30239,-0.767564,0.2976,-0.0707858,0.214736,1.10106,0.000784032,-0.745713,-0.282604,-0.73894,0.185784,-0.213724,-1.2619,-0.092657,-0.73228,0.364861,-0.776914,-1.20577,-0.354639,-0.779928,0.127572,-0.519829,-0.0987907,0.583337,-0.18849,0.48531,-0.590965,0.196194,-0.279931,-0.627895,1.68829,-0.782265,-0.183735,-0.423916,-0.172928,0.388973,-0.592854
3474,SEC22B,-0.000575149,0.086035,0.62778,-0.245019,0.293324,0.387563,0.629731,0.656357,0.811565,-0.923882,0.588884,0.125329,0.776999,-0.607457,0.209821,-0.613452,1.61956,-0.41611,0.17514,0.401837,-0.158407,0.408945,0.607301,0.356896,-0.0188165,0.170829,0.256028,0.739601,0.175466,0.548391,0.498069,0.565234,1.20973,0.867234,0.645637,0.316887,0.556485,0.367554,0.810791,0.394132,-0.141231,0.0733714
3475,SEC23A,0.169467,0.7669289999999999,0.210982,0.14819,1.28833,-0.0187571,-0.222116,-0.548633,0.63876,-0.648206,-0.326184,-0.333572,1.3601400000000001,-0.332753,0.282247,0.319005,-0.0249226,0.695162,-0.299075,-0.0842816,0.176945,-0.473036,-0.936236,-0.206663,-1.60234,0.13802,0.462366,0.214236,1.08878,-0.0944046,0.8455400000000001,-0.040843,0.305116,0.0693854,-0.306241,0.526568,0.30351,-0.22296400000000002,0.0307605,0.802002,0.681302,0.0188877
3476,SEC23B,-0.738607,0.146662,0.202898,-0.67129,-1.25047,-0.471321,-1.06484,0.250931,-0.25853,-0.773069,0.263775,-0.321313,-0.628314,-0.760182,-0.410725,-1.17108,0.45362,-0.455038,0.52447,-0.0628003,0.0986812,-0.780928,-0.651444,0.135433,-0.353637,-0.341375,-0.552868,0.0442967,0.254216,0.0957624,-0.0443866,-0.497746,0.237588,-0.531779,-0.811127,0.300585,-0.557869,-0.423773,0.446225,0.568174,0.0169173,-0.463243
3477,SEC23IP,-0.575925,-0.105355,0.0434893,-0.497921,-0.121372,-0.998253,-1.21213,0.00924391,-0.627584,-0.203334,0.589086,0.0335715,-0.592828,-1.15065,-0.654111,-1.3612,-0.838763,-0.729897,0.392907,-0.692344,0.0686295,-1.00647,-0.384767,0.567972,-0.565911,0.0664669,-0.0991351,0.245995,-0.77017,-0.685863,0.226625,-0.760058,-0.262074,-0.552046,-1.44064,-0.128014,-0.353039,-0.676066,0.0677065,0.659755,0.101308,-1.09561
3478,SEC24A,-0.684058,-0.0714951,-0.55534,-1.21253,0.0220154,-0.867703,-0.699267,-0.260709,-0.333242,-1.14797,-0.417118,-0.643919,-0.418326,-0.383399,-0.779857,-0.799158,-0.763859,-0.191137,-0.0741689,-0.576652,-0.433494,-1.63681,-0.147303,-0.15607,-0.489235,-0.609496,-0.862172,-0.518115,-0.98663,-0.262786,-0.0556549,-0.509078,-0.300144,-0.429956,-1.10886,-0.0204493,-0.803997,-0.832199,-0.214308,0.0925869,0.0202524,-1.03087
3479,SEC24B,-0.425675,0.106254,-0.143679,-0.157859,0.518364,-1.00355,-0.402854,-0.185844,0.263705,-0.900955,-1.44271,0.223734,0.229061,0.140317,-0.281502,-0.595491,0.442235,-0.209363,0.699853,0.253704,0.376017,-0.147828,-0.548224,0.400953,0.525429,-0.318612,0.231396,0.216463,0.406966,-0.32579,0.651918,-0.342835,-0.24537,0.0130025,-0.00313273,0.739102,0.337577,0.168427,-1.05544,0.544369,-0.169133,0.0948492
3480,SEC24C,0.218732,-0.131863,-0.517493,0.00759431,0.253984,-0.327169,-0.165641,-0.129563,0.0200248,-1.06199,0.418831,-0.138285,-0.0245758,-1.71046,-0.188439,-1.23915,-0.520193,-0.487139,-1.06273,0.862455,-0.251913,-0.712394,-0.533399,-0.0225423,-0.707224,-0.202085,0.607737,0.160666,0.134778,-0.40071,-0.226975,-0.265478,-0.279195,-0.031775,-0.37393,0.191356,-0.739452,-0.863673,-0.173786,0.783491,-0.192146,-0.597487
3481,SEC24D,-0.45615,-0.52683,-0.857053,0.102475,0.813074,-0.684644,-1.20602,-0.712586,0.0998022,-0.5755,1.14938,-0.426695,-0.0813829,-1.07601,-2.62205,-0.237691,-1.047,-0.554765,-0.450712,-0.679278,-0.25806,-1.44281,-1.93001,-0.624335,-0.980998,-0.00437354,-0.200819,-1.43939,-0.933011,-0.5245,0.567033,-0.0614236,-0.28405,-1.35799,-1.27863,0.51801,-2.11707,-1.13707,0.0411651,0.522373,-0.192022,-0.047938
3482,SEC31A,-0.144151,-0.141299,0.0963174,-0.334008,0.59354,-0.648752,-0.194044,0.0493947,0.30276,0.346779,0.136568,-0.0180126,-0.197474,-0.116321,0.0685132,-0.209825,0.0893038,0.0683215,-0.0675867,-0.173575,0.0314242,-0.725892,-0.145068,0.186092,-0.334154,-0.310157,0.232204,-0.0695239,-0.0544526,-0.235494,0.763642,-0.361637,0.227066,0.0699525,-0.601777,0.446743,0.615107,-0.166962,0.315043,0.737263,-0.0962063,-0.296437
3483,SEC61A1,-1.88301,-1.09273,-0.240268,-0.910398,-0.638712,-0.424287,-1.64761,-1.02102,-1.63272,-1.90859,0.190133,-0.366782,-0.225207,-1.24209,-1.27031,-2.10043,-0.538207,-0.94544,-1.00231,-0.799443,-0.675956,-0.864238,-1.48293,-0.654206,-0.64803,-0.79543,-0.788829,-0.758547,-0.884521,-0.503407,-0.630755,-1.12655,-0.628135,-1.10762,-0.968928,-0.377742,-0.461457,-0.838971,0.11387,-0.0243682,0.314677,-1.62465
3484,SEC61A2,-1.88301,-1.09273,-0.240268,-0.910398,-0.638712,-0.424287,-1.64761,-1.02102,-1.63272,-1.90859,0.190133,-0.366782,-0.225207,-1.24209,-1.27031,-2.10043,-0.538207,-0.94544,-1.00231,-0.799443,-0.675956,-0.864238,-1.48293,-0.654206,-0.64803,-0.79543,-0.788829,-0.758547,-0.884521,-0.503407,-0.630755,-1.12655,-0.628135,-1.10762,-0.968928,-0.377742,-0.461457,-0.838971,0.11387,-0.0243682,0.314677,-1.62465
3485,SEC61B,0.426451,1.58614,2.50944,0.272367,1.43499,1.01804,0.746173,1.22297,1.8032,0.678659,0.341021,1.00381,2.30292,0.345594,1.74114,0.961891,0.936488,1.54759,1.81374,1.72888,1.36896,0.994512,1.51427,1.53704,0.786827,1.35407,0.210495,1.07932,1.89132,0.993137,1.43771,0.823014,1.56877,0.999153,1.63532,1.33147,1.42838,1.86984,1.33646,0.974857,0.254168,1.10179
3486,SEC61G,-0.388859,1.21925,1.66327,0.159375,1.01876,1.24892,-0.397116,0.727481,1.40775,-0.371229,0.610354,0.916731,1.17992,-0.310591,1.06835,0.215452,0.0666785,1.06933,0.61965,0.724257,0.414731,0.31313,-0.630477,0.249443,-0.0719504,0.976619,-0.10313,0.251088,0.850222,0.512551,1.03408,0.00303996,1.18003,0.325338,1.53006,0.836929,0.766125,0.54876,1.23634,1.55573,0.23212,-0.187675
3487,SEC62,-1.06838,0.863245,-0.0656725,-1.55282,-0.332023,-0.210586,-1.00203,-0.85381,-0.788517,-1.05677,-0.339182,-0.849219,-0.34613,-0.983981,-1.28961,-1.52767,-0.4504,-0.536627,0.484204,-0.630223,-0.593701,-1.63994,-0.459898,-0.648065,-1.72458,-0.201506,0.00113688,-0.661458,-1.0989,0.547544,-0.206981,-0.583519,-0.318005,-0.263097,-0.711542,-0.903771,-0.390393,-0.939503,-0.0545927,-0.104285,-0.423245,-1.26827
3488,SEC63,-1.20857,-0.655586,-1.09078,-0.26856,-0.37879,-0.883294,-0.882831,-0.894616,-0.276613,-0.590602,0.235776,-1.09633,-0.0624923,-0.695378,0.303576,-1.26609,-0.324581,-1.24951,-0.827932,0.122285,-0.874166,-0.713266,-0.067618,-0.179781,0.422151,-1.2159,-0.402222,-0.0111632,-0.495618,-0.188897,-0.395097,0.210103,-0.205441,0.0132206,-1.31844,0.143295,-1.23878,-0.106868,0.630265,0.310768,-0.206299,-1.60925
3489,SEH1L,-0.2375,0.0691863,0.586593,0.788437,-0.0281081,-0.101594,-0.305443,-0.428437,0.0675085,-1.95094,-0.585736,-0.953239,0.249884,0.140453,0.402606,-0.751138,0.574173,-0.579498,-0.396833,0.729458,-0.69775,-0.191496,-0.174093,-0.405756,-1.0336,-0.157677,-0.109042,0.117679,0.233323,-0.108979,0.327461,-0.35163,-0.166913,-0.315281,-0.0693177,-0.0826416,-0.43304,-0.832151,0.0278197,-0.00474903,-0.646807,-0.285296
