,node,TIL_6,TIL_16,TIL_1,TIL_44,TIL_35,TIL_2,TIL_42,TIL_12,TIL_13,TIL_27,TIL_4,TIL_20,TIL_21,TIL_29,TIL_43,TIL_15,TIL_30,TIL_31,TIL_14,TIL_19,TIL_26,TIL_36,TIL_37,TIL_8,TIL_9,TIL_5,TIL_41,TIL_22,TIL_23,TIL_3,TIL_40,TIL_7,TIL_10,TIL_34,TIL_38,TIL_39,TIL_18,TIL_11,TIL_17,TIL_28,TIL_32,TIL_24
469,C15orf40,-0.0988682,-0.398852,1.30521,0.0,1.23048,3.4546,1.01797,0.632694,0.0,2.00155,-1.23359,-0.701891,0.629875,0.573438,0.0,1.20725,0.0,0.0,0.297127,0.0,1.32634,-0.0855087,0.0416788,-0.360753,0.101521,0.103593,0.0,0.0253426,2.20251,1.02162,0.517552,1.31859,1.03022,0.705526,-1.90224,1.48923,0.469172,1.82391,0.87897,3.32159,0.0153318,0.568092
470,C15orf52,0.0,-0.312719,0.103474,0.219751,0.471183,-0.0186445,-1.72774,-1.44337,-0.737328,1.04215,-0.723751,-1.93921,0.348909,-0.328131,0.0,0.100427,-0.0300684,0.0,-0.281773,-0.673011,0.388956,-1.44118,-0.598173,-0.737676,-1.31294,-1.96401,0.0421317,-0.503944,-0.506095,-0.211183,-0.424713,0.206678,-0.355634,-0.838178,0.0,0.274027,0.0,0.0,0.0,0.958362,-0.71047,-0.868897
471,C16orf13,1.86679,1.52997,2.48429,1.84982,3.09947,2.37235,0.0,1.28891,2.06912,2.67074,-0.202908,0.347114,1.29559,2.27441,2.19296,1.88091,0.0,0.0,1.15307,1.81585,1.7185,2.54638,1.69589,1.28633,0.504149,0.55617,1.84195,1.28502,1.32179,0.794311,2.16788,1.12447,1.65213,2.33553,2.72479,2.19155,1.2433,1.33917,0.0,1.03692,-0.675736,2.76606
472,C16orf58,0.567636,-0.530355,0.68765,0.323956,0.998098,0.199667,0.591203,0.371323,0.735928,-0.299756,0.11181,1.08617,1.17719,0.172983,0.786557,0.272668,0.0460495,-0.0849478,0.0651866,0.739918,0.34017,0.611121,-0.856238,-0.0202859,-0.135166,-0.0963797,0.316501,0.326184,-0.110843,0.859761,0.351948,0.0622092,0.130815,0.922315,-1.15307,0.655368,0.830562,0.00444329,0.669024,0.689867,0.218225,-0.0191443
473,C16orf62,-1.331,0.946658,-0.407156,0.15031,0.671643,-1.39724,-0.131723,-0.0479369,0.207677,0.817749,0.57951,0.397657,-2.10855,0.36556,0.992566,-1.42185,0.221843,-0.686457,0.638459,1.12544,-0.515649,-0.0950298,-0.604692,-0.262994,-0.89147,-0.33643,1.53886,0.190868,-1.0706,-1.26245,0.676272,-0.721086,0.0784708,0.496015,0.353976,0.612417,-1.19244,-0.998348,1.83564,0.710545,1.7327,-0.276731
474,C17orf85,-0.444059,0.758044,1.27809,0.433672,1.09661,1.03679,-0.0263925,0.274248,0.673283,0.977333,2.95418,1.43368,1.89121,0.698511,0.692182,0.531949,0.391057,3.33131,0.780884,0.81719,0.188043,0.590625,-0.461096,0.781645,2.70031,0.449184,0.0377262,0.541639,1.47653,1.0745,0.202879,1.3413,1.63661,0.0925934,0.363332,1.56187,1.96931,2.92668,2.19287,-0.0708027,0.280517,1.06871
475,C18orf8,0.600662,-0.56864,-0.180725,0.0142962,-0.194471,0.37684,-1.03861,-0.776285,-0.54339,-1.95942,1.19559,0.180282,-0.0871613,0.771587,0.0,-0.318607,0.204791,-0.962899,-0.15382,-0.172256,0.725314,-0.531743,0.586029,0.0,0.349281,-0.0575186,0.761335,0.221453,-0.121343,0.0158197,0.135324,-0.963468,0.0,-1.12457,-0.710357,0.607135,1.07384,-1.00314,-0.395147,0.88388,1.81767,-0.179729
476,C19orf43,0.183808,0.518587,0.766782,0.334773,1.21637,-0.58036,-0.160344,0.245195,0.529518,0.437533,0.0674654,0.489213,-0.661879,-0.123604,1.5235,0.483934,0.432616,0.0,0.0,0.0,0.39935,-0.120595,0.0,0.0,-0.23704,-0.442087,-0.229346,-0.13407,0.139026,-0.446484,0.388326,0.666074,-0.150297,-0.25976,0.613164,-0.503612,-0.231857,-0.0612673,-1.54732,-1.20606,0.397809,0.326632
477,C19orf66,0.593255,0.650946,2.07156,1.26518,0.0,1.26603,1.21214,0.0,2.29132,0.685807,0.0,-0.403732,0.770048,0.209691,2.27699,0.837073,0.626299,0.0,0.0,0.0,0.542949,1.19326,0.0,0.0,-0.72546,0.561542,2.25175,-0.28781,1.86926,0.238524,-0.00995177,2.68997,1.49189,-0.916082,0.0,1.11568,0.0,0.0,0.0438749,0.599922,-0.218723,0.0
478,C1QBP,-0.704297,0.933779,1.69705,1.23439,0.811565,0.415561,0.0406803,0.532021,0.478379,0.267023,-0.0832575,0.134595,1.4045,1.09801,1.33004,0.1044,0.35824,0.525355,0.194788,0.654072,0.162508,0.563984,0.306207,1.08182,1.26144,-0.132887,1.06002,1.23183,1.17429,0.45257,0.460892,0.296246,0.785939,0.116298,-0.454593,1.32216,1.75063,1.91554,0.775426,-0.0171898,0.089704,1.0144
479,C1orf123,0.650137,1.05346,0.939832,1.33043,0.982138,0.655819,0.405601,1.05443,1.94956,2.17806,2.49277,0.843167,0.103468,1.16129,1.59434,0.823776,1.09762,1.50414,1.55748,0.836747,0.944991,1.38972,0.722168,0.786418,1.7204,0.365616,1.25773,0.375152,0.663239,0.468895,0.742359,1.88978,0.371047,0.917489,1.56381,0.982783,0.642433,0.661774,0.477964,0.0165891,1.19215,0.88513
480,C1orf198,-0.194458,2.37573,0.0,0.147501,0.961246,0.631359,-0.808124,0.153116,0.691823,1.8238,0.0,-2.27847,1.6739,-0.113809,-0.367685,0.790859,-0.623419,0.0,2.76636,-0.105171,1.47588,-0.542935,0.0,0.0,-1.56015,-1.81538,0.241877,2.2786,-0.02428,0.362183,1.0757,0.623629,1.05812,-1.17752,0.0,-0.366613,1.51158,-1.41772,0.0,-0.384432,-1.03916,0.0
481,C20orf27,0.33693,1.11916,1.37603,0.942114,0.319824,0.985433,0.149973,-0.381554,0.025167,-0.013,-0.426133,-0.369078,0.323971,-0.0362258,1.35159,0.001174,1.21391,0.242925,0.877476,0.430145,0.192925,0.2098,0.494199,0.919496,-0.230236,-0.411895,0.0692602,-0.32791,0.969962,-0.615398,0.721431,-0.0510316,1.19005,0.475882,0.22773,0.384136,-0.43976,-0.0565775,0.580799,-0.253954,-0.124592,0.471709
482,C21orf33,1.82979,1.09502,1.18109,0.552789,1.45766,0.823432,1.07797,0.781614,1.52558,1.08012,3.39984,0.241225,1.91495,0.316831,1.34917,1.50803,0.795705,0.849933,3.54432,2.0068,1.36672,1.58317,0.768874,2.99134,0.332133,0.936356,2.13097,1.40831,1.36202,1.34963,1.36065,1.96186,1.42164,0.619485,0.331093,2.37655,1.47518,2.74316,-0.29086,1.67095,1.51315,1.23401
483,C21orf59,-1.42426,-0.836865,-1.55938,0.685629,0.0,-2.07855,-1.32954,-4.43829,-0.316916,-1.04528,-5.09162,1.10678,-2.06638,-2.94178,-0.444865,-0.251371,0.403867,0.0,-3.70894,1.57752,-0.452913,-1.11244,0.0,-2.35631,2.18603,0.914918,-1.24241,-2.32503,-0.873508,-3.10201,-2.6681,-1.29126,-0.454148,-0.299647,0.0,0.0,-3.18971,-2.99386,-3.34506,0.627636,0.369618,-1.56682
484,C3,1.29531,2.55937,3.06917,2.68011,4.16796,3.7233,3.63959,4.49962,4.23176,5.76783,0.0,3.18095,4.25691,4.62592,4.866,4.56232,4.49537,4.45753,4.29203,4.75461,1.10301,3.22714,4.2263,3.38242,5.01733,5.40032,1.71981,4.46662,1.38215,4.94502,3.91177,2.91358,3.06117,3.38961,2.39912,3.85727,4.42135,4.18719,6.26442,5.30566,0.0,4.56557
485,C3orf17,0.292889,1.43856,1.28058,0.0,-0.136531,-0.00167146,0.238482,-0.139329,0.802601,-0.568729,0.438698,-0.394207,0.824859,0.710642,0.120765,-0.610363,0.846218,0.0,1.94106,0.307411,-1.4627,-0.454189,-0.495315,0.0,1.15179,0.0,0.0,0.821369,0.229769,1.49689,1.23296,0.0,2.60925,-0.761512,0.0,0.240461,1.16575,0.0,1.08464,0.113229,0.461521,0.0
486,C4B,-0.540884,4.25606,0.0,2.34149,1.5432,3.51025,0.0,3.7027,3.8105,4.27927,0.0,4.64715,3.78467,5.62242,3.47477,4.62185,0.0,3.65012,3.74542,1.29415,4.15407,0.626747,3.45953,4.29908,0.0,2.90146,3.09924,4.51269,4.71334,1.76293,3.86461,5.1546,0.0,3.04262,1.17041,1.37968,3.84675,0.0,4.83479,3.68292,0.0,2.49629
487,C5orf22,0.0,-0.70907,0.294421,-0.554674,-1.75685,-2.52144,-1.41294,-0.741691,-0.427947,0.0339798,0.144095,0.402461,-0.464066,0.704745,0.0743476,-1.10195,-0.994001,-0.959796,-1.3567,-0.716438,0.0,-0.977265,-1.05557,0.0,-0.284385,0.185344,-0.856015,0.0,-0.586026,0.030298,1.34307,0.0,-0.367281,-1.67507,0.0,-1.50861,-0.593809,0.87257,-0.338704,-0.804947,0.866908,-1.76168
488,C5orf51,0.737692,-0.191321,0.00956148,0.83794,0.0,0.00815058,0.157272,0.0,0.144763,0.159817,0.612958,1.23125,0.415248,0.17983,-0.270933,-0.684731,0.264758,0.547475,1.03757,0.0,-0.120004,0.00717622,1.9783,1.03532,0.98446,0.676168,0.461544,0.0493079,0.472511,0.507206,0.641323,-0.0640786,0.401206,0.135404,0.776941,-0.114772,0.466029,0.0205233,1.02157,-0.166453,0.291221,0.640757
489,C6orf203,1.42268,0.163078,2.53569,-1.31252,0.0,0.602766,0.278402,1.79508,0.558614,1.61332,0.187274,-0.467987,0.345281,2.40906,1.33168,1.27651,0.0,1.36971,0.651843,2.47486,0.0,0.381279,-1.52903,0.458901,1.38576,1.00708,0.638336,0.778009,0.467421,1.83785,1.29773,2.1533,1.61128,1.94759,0.878901,1.74121,1.16593,3.14016,0.749939,-1.02149,-1.44592,1.22365
490,C7orf50,-0.971363,1.33727,0.379906,0.497399,0.238877,0.0530785,-0.322798,0.453172,-1.01502,0.247134,0.0745126,-0.246801,0.767079,0.753234,1.04803,-0.388124,1.34355,1.17248,0.0934073,0.304837,-0.215214,-0.787116,0.0459271,-0.601956,-0.420911,-0.225496,-0.574307,-0.0215371,0.864825,-0.248425,0.871375,-0.133714,0.405387,-0.270822,-0.521896,-0.461033,0.0050714,0.576738,0.0182718,-0.539012,-0.186271,-0.0995653
491,C9orf142,3.31142,2.49043,2.35392,0.0,3.26964,1.84004,2.05802,2.31461,0.0,1.84889,0.0,1.03588,2.16902,1.74511,3.52177,3.32246,0.0,2.39183,3.23508,3.06518,2.57491,1.35463,1.36184,2.60317,2.84163,3.17744,2.73123,2.71795,2.6785,1.86743,3.18227,1.40187,2.77571,2.28151,2.39503,1.3654,0.0,3.02399,2.30795,1.7264,0.517345,2.79972
492,C9orf64,0.362394,0.601025,1.08363,0.657633,1.88214,1.19669,0.956244,0.0378605,1.0785,1.80116,0.469263,0.30355,1.26138,-0.281383,1.06995,-0.85737,0.147091,1.08525,1.41062,0.89295,0.585329,1.40395,1.47532,0.921824,-0.106001,-0.0564951,-0.12592,1.11477,1.21227,0.480696,2.01247,1.16721,0.458567,0.793967,0.96524,1.15573,1.36593,-0.661564,0.0223378,0.892698,1.58749,0.727899
493,C9orf78,-0.139779,-0.0490622,-0.681051,-1.53754,0.245212,-0.361545,-2.64129,0.0387073,-1.00385,0.0303112,0.304422,-0.684962,-0.450449,-1.14036,-0.366371,-0.378339,-0.671815,-0.458046,-0.246623,-1.23396,0.0311745,-0.290653,0.052323,-0.745893,-2.04573,-1.03756,-0.974618,-0.515276,-0.855157,-0.933768,-0.316832,-1.75867,0.797871,-1.06568,-1.2011,-1.40198,-0.326564,-2.12089,-1.50513,-0.712384,-0.71282,-0.362399
494,C9orf89,1.00659,1.10901,1.4514,-0.567104,0.0,0.0,0.360226,2.27627,0.0,1.17306,0.0,1.6266,0.700584,1.00125,1.55117,1.02292,1.04299,0.412373,1.1702,0.528822,1.34843,0.713369,1.3128,0.18815,-1.47931,0.875098,1.9592,1.79232,0.751531,1.55455,1.76019,1.84036,1.20946,1.04082,2.65427,2.48081,1.31692,3.12035,0.376368,1.27199,2.55752,1.53729
495,CA2,4.57701,4.19274,6.11243,4.13831,7.13735,6.67395,4.67496,0.0,2.09233,5.32033,0.0,7.29296,7.72371,6.95462,6.51803,5.71617,0.0,6.47735,5.55814,8.74227,4.01544,5.33888,7.10421,3.07581,7.85371,6.9906,5.38561,7.1148,7.41532,0.0,6.74869,0.0,5.65685,4.80453,2.81454,6.86655,6.04253,0.0,0.0,8.25745,0.0,2.85642
496,CA8,-1.88233,0.235222,-0.047662,0.0,0.056916,1.13502,0.246303,1.53052,-0.782291,-1.21635,2.19538,-3.49505,-0.554579,0.470599,1.61642,-1.98109,2.05773,0.896549,0.339443,-1.41243,0.714582,-3.23142,0.2783,1.56629,0.382779,-0.561335,0.0,1.4861,-0.428239,0.497999,0.0707914,-0.564571,1.26906,1.55247,-0.0997227,-0.803725,0.389845,-0.249161,3.88385,-0.423589,-0.326311,-0.231322
497,CAB39,0.752343,1.55136,0.92652,-0.128449,0.461547,0.942599,0.577808,0.500415,0.870652,0.971752,0.756654,0.528915,0.485347,0.38841,0.817486,0.639581,0.579581,0.321761,0.844749,0.668261,0.884502,0.844452,0.651802,0.87156,0.650079,0.735425,0.391001,0.618382,0.597975,1.06444,2.03654,0.798892,0.923133,0.830251,0.43798,1.06069,0.890114,1.10472,1.21506,0.863471,0.309863,1.02981
498,CACNA2D1,0.0,-0.494062,0.0,0.0,1.4757,1.80017,0.0,0.946377,0.0,2.00131,3.53415,-1.80847,1.28613,2.79337,0.81732,0.523284,1.66696,0.0,0.0,0.104908,1.81709,1.25954,0.814531,0.0,0.333378,-0.135555,1.49135,2.13056,1.20949,1.8668,1.35029,1.0093,-0.415482,0.913676,0.0,1.24071,1.26248,0.0,-0.101824,1.39272,0.886932,0.0
499,CACTIN,0.0,0.0,-0.711709,-0.355302,-0.280614,-0.103186,-0.787292,2.58772,0.0,-0.324241,0.715533,1.72053,-0.13623,4.51776,0.0219049,-0.471203,0.541147,0.0,0.0,3.24327,0.0,-0.846064,-0.659207,5.68239,1.07505,-0.271868,0.0,0.0017688,-1.2188,-0.46733,0.631837,0.273529,2.09683,-0.886803,0.0,-0.303859,0.492066,0.0,1.06424,1.87977,1.25135,0.0
500,CACYBP,-1.62509,-0.532887,0.144117,-1.23145,-0.633704,-0.59424,-0.234717,-0.441594,-1.15108,-0.938828,-0.0743646,-0.292683,-0.117562,-0.636939,-0.30797,-0.981028,-0.288723,-0.296206,-0.176058,-0.438996,-0.415735,-1.1711,-0.423385,-0.68512,-0.413613,-0.731941,-0.791007,-0.832825,-0.318408,-0.683917,-0.187356,-1.01354,-0.265409,-0.921228,-1.16593,-1.0163,-0.0536279,-0.301561,-0.455781,-0.529118,0.0102987,-0.680396
501,CAD,-0.871827,-0.905629,-0.946276,-0.145268,-0.398323,-1.13025,-0.576623,-0.982612,-1.50798,-2.10172,0.751901,-0.262768,-0.651226,-1.02624,-0.0223184,-0.568897,-1.04296,-1.46426,-0.482699,-1.35993,-0.673966,-1.59079,-0.729327,-0.465461,-0.571208,-0.922411,-0.459629,-0.548362,-0.772922,-0.696839,-0.513263,-0.666286,-0.615123,-0.882178,-2.0445,-0.712565,-0.678322,-0.692547,-0.369095,-0.345592,-0.206176,-1.69253
502,CADM4,-1.97148,-0.405701,0.0234011,-0.820597,0.0445629,-1.0919,-0.313994,-0.471976,0.252203,0.074858,0.606018,0.555028,-0.681638,-0.106018,1.14318,0.143052,0.0,0.0916246,-1.42987,-0.573791,0.00162594,-1.39365,-0.518036,-1.06769,0.061826,-0.431073,0.0,0.327316,-0.25298,0.290992,0.933447,-1.04326,-0.834327,-0.938926,-1.12667,-1.64654,-0.0461805,-0.0898155,0.608535,0.24979,0.885931,-0.984049
503,CALB2,-1.60125,-0.127215,-1.28183,-3.74614,-1.86361,-1.83642,-1.94766,-0.670206,0.0,-1.6156,0.0,-0.716822,-0.401393,-1.51478,-3.23304,-1.6633,-2.23161,0.0,-0.316845,-0.759534,-0.889556,-2.74407,-0.628968,0.0,-0.993763,-1.79098,-3.52478,-0.843992,-0.814417,-0.996252,0.472279,1.75513,-1.6414,-1.94655,0.0,-1.26035,0.380294,-1.70048,-0.0367493,0.246387,0.254916,-2.31218
504,CALCOCO2,0.0,-0.449627,-0.390663,0.0,-0.976855,-1.58842,-0.772891,-1.5442,-0.403585,0.0,-1.69167,0.933073,0.738145,-0.860501,0.0,-1.04699,-0.779353,0.0,-1.29041,0.0,-1.20151,-0.970848,-1.18186,-0.921675,-0.846718,0.263179,0.0,0.0,0.878926,-0.360673,0.530734,-0.765355,-0.401111,0.0,-0.699427,-0.269538,0.0347339,-0.94343,-0.00438878,-0.373875,0.48172,0.0
505,CALR,-0.679228,0.749847,0.17753,-1.01599,-0.194206,0.0326527,-0.122944,-0.442374,-0.0336814,0.534685,-0.21394,0.0911063,0.0252865,0.205835,-0.106196,-0.267045,0.115745,0.24352,-0.232427,-0.611397,0.159365,-0.527872,0.0182565,-0.184773,-0.42015,0.188465,-0.348568,-0.0341526,0.260205,0.695063,0.646342,0.0939025,0.637219,-0.10385,-1.32658,0.0230095,0.506035,-2.04e-05,-0.0113667,-0.0362924,-0.125638,-0.498156
506,CALU,-1.02018,-0.449627,0.458415,-0.241211,0.319068,0.11048,-0.108269,0.0410081,-0.10959,0.392096,-0.0474817,0.0221197,0.663892,0.717925,0.335639,0.100427,-0.00449532,0.734218,-0.579388,-0.514644,0.530642,-0.228347,-0.306285,-0.749769,-0.531004,-0.0692364,-0.779403,-0.260004,0.149294,0.270725,0.0523366,0.0958427,0.359915,-0.291899,-0.443139,0.0680356,1.31126,0.723976,-0.233937,0.0608587,-0.022346,-0.459497
507,CAMK2D,0.173138,-0.81495,-0.637266,-0.308008,-0.512968,-0.251461,1.02809,-1.20615,-0.451757,0.277374,-0.201975,-0.245493,-0.473833,0.403738,-0.983722,0.272622,0.931783,0.364411,0.124816,-0.576519,0.536357,0.226959,-0.176891,-0.633688,-0.519179,-0.275281,0.989256,-0.278352,-0.541028,0.0300613,-0.0338437,0.558881,-0.378916,-0.676219,0.331657,0.71805,-0.131124,-0.543746,-0.189583,0.799527,0.465373,-1.67973
508,CAMK2G,-0.0223185,-0.108211,1.05271,-0.24145,-0.512968,-0.251461,0.264225,-1.20615,-0.451757,0.277374,-0.201975,-0.245493,-0.473833,0.829153,-0.983722,0.272622,0.931783,0.364411,0.086124,-0.576519,0.536357,1.70518,-0.176891,-0.633688,-0.519179,1.30665,0.989256,-0.278352,-0.541028,0.0300613,0.0549216,0.558881,-0.378916,-0.676219,0.331657,-0.102107,-0.131124,-0.543746,-0.189583,0.533083,0.465373,-1.67973
509,CAMK4,-1.38607,-3.3461,-1.70123,-2.28112,-0.936234,-1.34226,-2.19795,-2.63974,-1.50463,-2.0262,0.0,-2.36253,0.0,-1.9147,-0.943672,-1.51678,-1.45432,-1.58833,-3.3814,0.0,-0.360822,-2.26666,-2.33456,0.0,-0.418736,-2.32588,-2.45369,-1.12644,-1.35434,-1.1358,-1.51915,-2.13066,-1.68079,-1.20084,-1.9119,-1.30629,-1.34025,-1.69178,0.92802,-1.39962,-1.72912,-1.19018
510,CAMSAP2,-1.6471,-1.24714,-0.959404,-0.501767,-0.617722,1.38902,-1.22547,-0.510773,1.86242,-1.40857,1.77089,-0.091372,-0.551268,-0.569132,0.0,-1.37888,-1.3565,-0.651507,-0.758484,0.218556,0.287688,-1.50745,-2.31625,-0.53474,-0.470147,-0.566826,0.0,-0.685368,-0.954288,0.438058,-1.03384,-0.185923,0.664552,0.485595,-1.02456,-1.22612,-0.513622,-0.0653687,0.156105,-0.224317,-0.11225,-0.0327129
511,CAND1,-0.128323,-0.3022,-0.150666,-0.418059,-0.081906,-0.289345,0.382209,-0.470957,-0.400597,-0.558683,0.18561,-0.224268,0.159816,-0.0196101,-0.397855,-0.218845,-0.271918,-0.530089,0.0294664,-0.0476285,-0.0979016,-0.654792,-0.245358,-0.0439787,-0.266117,-0.274511,0.343763,-0.117735,0.120975,0.176987,0.40074,0.0179693,-0.0937518,-0.0720204,-0.563415,0.076862,0.23084,0.076269,-0.173675,0.137057,-0.0351999,-0.396033
512,CANX,-0.763449,-0.307469,0.0730845,0.0547068,-0.335872,-0.388433,-0.28353,-0.341116,-0.091934,-0.0335934,-0.242689,-0.0237152,0.207558,0.19122,-0.614337,-0.461598,-0.273145,0.412641,-0.273131,0.27406,-0.203903,-0.537663,-0.132717,-0.314205,-0.209127,-0.164342,-0.193683,0.0367546,0.0212951,0.963807,0.363456,-0.0846033,-0.130026,0.323173,-1.19349,0.0128316,0.511661,-0.200391,0.109268,0.0890268,-0.0184112,-0.606407
513,CAP1,0.676693,0.669298,-0.170485,-0.352262,-0.246175,0.284008,0.0946291,0.0180438,-0.00390101,-0.353709,-0.131703,0.00686808,-0.103278,-0.192527,-0.440572,-0.917723,0.119951,0.39559,0.301122,-0.123853,0.0603208,-0.605509,0.295563,0.0461098,-0.705352,0.193494,0.56168,0.0374491,-0.039496,0.322978,1.19773,1.49901,0.562828,0.280931,-0.341105,0.860613,0.444483,0.492331,0.0705982,0.688674,-0.0853654,-0.0718811
514,CAP2,1.90083,0.00246984,0.343385,0.278593,0.0572315,0.0972546,-0.878307,1.20182,-0.673504,-0.0259787,0.23799,-0.627206,0.433105,0.237426,-1.43383,0.268926,0.226504,0.542115,-0.588125,0.284528,-1.65367,-0.482647,-0.100919,-0.0795455,0.591681,-0.91516,0.306124,-0.403465,0.485958,-2.30416,0.362742,1.42944,-0.349279,-0.660577,0.34485,-0.516782,-1.21168,-0.550901,0.997461,-1.07097,0.604247,-0.833416
515,CAPG,2.77533,2.74829,2.49661,-0.617,0.226053,1.63668,1.41215,1.91155,-0.387112,4.28649,0.173332,3.30782,0.796257,1.37727,4.55866,0.757124,2.17882,1.06364,2.25379,0.70425,2.81614,2.66631,5.39827,1.16178,0.166019,2.09831,0.247909,1.76683,2.43007,4.62496,6.0357,3.08684,3.70323,2.44875,4.59965,2.1514,4.56708,0.982126,1.99197,3.81697,0.457014,5.20334
516,CAPN1,0.941523,1.42209,1.33286,0.678324,0.495342,0.771134,1.10119,0.815751,0.590076,0.594042,0.21115,0.710592,0.680538,0.628595,0.267219,-0.0463129,0.877444,0.956727,0.480356,0.424146,0.993036,0.881079,1.06963,0.951259,0.522417,0.931043,1.47184,0.966729,0.732307,0.714245,1.81191,-0.356941,1.08467,0.782246,0.991483,1.38508,1.15987,0.906694,0.762722,1.07357,0.430168,0.956952
517,CAPN2,-0.285306,0.380432,-0.014585,-0.715495,-0.495295,-0.376545,0.757753,-0.319945,-0.0957287,-0.163046,0.0338353,0.143873,0.225229,0.282556,-0.192316,-0.0489058,-0.0379748,-0.540716,0.390571,0.0279885,0.065812,-0.0637914,0.0445095,-0.550462,-0.284266,-0.0880147,0.183876,-0.0289649,-0.0948991,-0.432818,0.515963,-0.291962,0.398009,0.311054,-0.588216,-0.419717,0.43871,0.226105,0.132565,-0.0860671,0.0597579,0.0428807
518,CAPN7,0.0,0.746226,-0.465534,-0.00557753,0.594212,-0.343068,-0.691163,1.57879,0.415046,0.556021,-0.0595058,1.64101,1.32347,0.0,1.63109,-0.655134,-0.126071,1.56891,-0.144279,0.0,0.0,0.0170042,1.14857,-0.144449,1.10599,-0.496023,-0.315557,-0.489231,0.634688,-0.093862,0.0556045,-0.354175,0.862732,1.00756,0.0,-0.0675903,0.00130707,0.315643,2.57556,-1.27685,0.832871,0.6215
519,CAPNS1,1.28146,1.66657,1.38984,0.454603,0.800028,1.42492,1.83452,0.546382,1.35272,1.91032,0.12369,0.61787,1.32535,1.64078,1.36181,1.1196,0.892308,1.37249,1.6542,1.21726,1.2879,1.32093,0.735738,0.245723,0.748569,1.15667,1.01317,1.13497,1.11291,0.335831,2.07231,0.399796,1.21202,1.27247,1.54955,0.939508,1.45724,1.22769,0.500882,1.18517,0.58383,1.27588
520,CAPRIN1,-0.833703,0.425748,0.782667,-0.981853,-0.0845772,-0.387998,-0.247634,-0.0453137,-0.355965,0.331901,0.269408,-0.642112,0.0174613,0.685964,0.0972186,-0.711708,-0.120838,-0.0569632,0.0883869,0.225146,0.565149,-0.73911,-0.199318,0.307851,0.136061,-0.0361315,-1.20274,0.0470916,-0.587208,-0.26095,0.227166,-0.347427,0.0498275,-0.0547461,-0.529474,-0.288838,0.12207,0.0743727,0.270626,-0.207769,0.362839,0.287663
521,CAPS,-2.14716,-0.415646,0.0629249,-2.4641,1.27726,-0.71502,1.67227,0.724461,2.02663,2.5949,0.629344,0.724795,0.556804,0.530672,0.0256361,0.903578,0.718107,-0.364341,0.332172,3.00951,0.659482,0.722989,0.371529,-0.691702,0.918176,1.09572,-1.35244,-0.326471,0.147558,0.656718,1.31002,-0.456461,0.901713,0.20571,0.0,-0.412494,1.01044,0.810076,0.323657,0.657456,0.832694,-1.13849
522,CAPZA1,1.00172,1.75171,1.21801,-0.150318,-0.0562788,0.840838,0.37935,0.43371,1.2275,1.72084,0.568882,0.420536,0.653388,1.06706,1.36094,0.671339,0.809547,0.885255,0.718537,0.794881,1.32111,0.65011,0.646395,0.387835,1.1224,1.03024,0.902928,0.787772,1.05986,1.18421,1.20924,1.22127,1.37807,0.580997,-0.059814,1.25291,1.02768,1.37057,0.9254,1.14784,0.0185477,1.33383
523,CAPZA2,1.1367,1.73899,1.39452,0.996576,1.15272,1.69091,0.94595,1.88825,1.30464,1.7574,1.52584,0.773559,0.891873,0.813349,1.42702,0.702399,1.16306,1.2756,0.633413,1.01283,1.29283,1.04255,0.987915,0.0581062,0.902593,1.64866,1.16045,0.943826,1.72558,1.56339,1.19245,1.19862,1.58136,0.859173,0.567599,1.36805,1.43456,2.34789,0.571161,1.37661,0.0113039,1.19004
524,CAPZB,0.661861,0.909373,0.485297,0.465978,0.0390486,0.417279,0.215093,0.345365,0.428882,1.01656,0.109029,0.0494308,0.190945,0.657989,0.398135,-0.0733692,0.724178,0.4649,0.445574,0.307533,1.04978,0.297043,-0.0613123,0.497466,-0.265996,0.457804,0.876653,0.200559,0.60798,0.722421,1.34907,0.684212,0.573546,0.219865,-0.315426,0.75437,0.653771,0.709468,0.530472,1.15974,0.00900729,0.756631
525,CARHSP1,2.76099,2.51608,1.52445,0.0,3.05217,4.24203,2.39622,0.0353232,2.43892,3.21877,1.05869,0.58004,0.0,2.70315,2.39588,0.0,0.0,2.43566,1.47003,1.20647,1.1364,0.826804,0.644655,0.0,0.0,1.51736,0.0,2.31312,1.5999,0.0,1.46974,2.72862,2.33153,1.76462,0.0,0.899482,0.0,2.03245,1.57246,0.0,0.0,2.11585
526,CARKD,2.63987,2.03594,1.83677,0.594534,1.18361,0.887972,3.19632,2.69302,2.82355,2.13347,-0.312743,1.17333,1.75928,2.34007,1.44126,2.73084,3.003,0.0,1.30249,3.37871,1.66589,2.6374,0.0,1.25596,3.40166,1.16118,-0.734372,1.21188,1.15509,1.77343,2.05539,2.17321,3.35927,2.95034,2.35641,1.92734,1.724,3.35135,0.0,1.28805,0.0,1.93594
527,CARM1,-0.845059,-0.860358,0.139265,-0.661302,0.827816,-0.74545,-0.96133,-0.0518059,-0.37748,-0.880313,0.593108,-0.399352,-0.15428,1.37666,-1.38187,-1.49662,-0.190733,-1.05512,0.172776,-0.502658,-0.344933,-1.02549,0.107568,-0.236741,-0.355798,-0.353614,-0.256559,-0.0999491,-0.212375,-0.639543,-0.132245,-0.728377,-0.459216,-0.802803,-0.825561,-0.711237,-0.0771484,-0.421023,-0.538589,-0.359896,-0.0807906,-0.272467
