,node,PD1_14,PD1_15,PD1_6,PD1_62,PD1_10,PD1_47,PD1_75,PD1_21,PD1_49,PD1_56,PD1_16,PD1_29,PD1_72,PD1_65,PD1_33,PD1_41,PD1_44,PD1_61,PD1_63,PD1_70,PD1_64,PD1_32,PD1_39,PD1_45,PD1_50,PD1_57,PD1_76,PD1_74,PD1_77,PD1_30,PD1_36,PD1_60,PD1_38,PD1_43,PD1_78,PD1_81,PD1_11,PD1_13,PD1_18,PD1_23,PD1_25,PD1_26,PD1_9,PD1_24,PD1_7,PD1_59,PD1_73,PD1_84,PD1_20,PD1_8,PD1_19,PD1_4,PD1_46,PD1_79,PD1_83,PD1_67,PD1_1,PD1_68,PD1_82,PD1_27,PD1_12,PD1_53,PD1_51,PD1_2,PD1_80,PD1_69,PD1_71,PD1_5,PD1_54,PD1_85,PD1_66,PD1_17,PD1_55,PD1_28
120,AHSA1,-0.293001,-0.752203,0.562282,-0.298429,-0.466609,-0.352137,-0.0700649,-0.163647,-0.0579758,-0.377277,0.0766271,0.374726,0.319546,0.0880721,-1.27044,-0.161158,-0.0355595,-0.534574,0.413924,0.0886506,-0.519233,-0.155396,0.474739,-0.179748,0.313504,-0.218025,-0.396634,-0.718193,-1.12506,-1.05153,-0.0365632,0.343623,-0.465405,0.21608,-1.13788,-0.498833,-0.730204,-0.244586,0.207396,-1.08196,-0.186044,-1.18736,-0.502046,0.0310616,0.627217,-0.687456,-0.0406408,0.385399,0.306045,-0.453512,0.101342,-0.0668736,-0.227084,-0.323143,0.568614,0.0387604,0.307827,0.801763,-0.152449,-1.0964,-0.0933942,-0.163268,-0.657981,-0.0436956,0.224814,-0.153757,0.146297,-0.162089,-0.262196,-1.07016,0.542076,0.27346,-0.552985,-0.413826
121,AHSG,5.59384,6.69614,5.76062,5.87301,3.15091,2.16412,5.05416,5.20941,4.56288,7.68877,5.31536,4.37589,6.32093,7.69474,3.6485,3.98969,4.0675,0.0,4.18711,4.49192,5.27379,3.661,3.82596,5.04984,4.75906,6.31663,0.0,0.0,4.04634,7.79149,4.88467,7.1759,3.65151,3.59259,3.67901,0.0,4.71916,4.23653,5.69117,4.27291,4.249,5.44201,6.96313,6.06207,6.07324,5.74179,5.8615,7.4867,4.01865,5.6944,3.70241,2.90475,5.75069,5.84952,7.37245,4.65833,3.83197,5.75859,4.41488,2.83174,3.73003,5.10434,8.18156,6.15274,4.38455,5.98249,4.43852,4.92063,6.07348,4.91283,9.22853,4.42275,0.0,0.0
122,AIDA,0.284739,0.306049,0.278039,0.223723,0.433561,-0.118123,-0.489954,-0.461608,-0.746306,-0.273292,-0.304986,-0.258499,1.08642,-1.60688,-1.64924,-0.119225,-0.818757,-0.112245,-0.586457,1.69297,-0.449376,-0.911003,-0.432015,0.196353,0.501053,-2.1705,0.212525,0.0,0.213556,0.822589,-0.394848,-0.643088,0.303698,0.630116,1.66144,0.0,0.34284,0.0278993,0.0,-0.130762,-0.305138,-1.42682,-0.871256,0.3166,0.400032,-0.846119,0.5197,-0.767833,0.241622,0.337391,-0.206098,-0.143585,0.115093,-0.0670784,0.233991,-1.65083,0.840579,0.0630279,0.633401,0.447256,-0.882522,-0.0829043,-1.06545,-1.46622,-0.302184,1.22824,-1.10383,1.05137,-0.300364,-0.122827,-0.962997,-0.378551,-1.19854,0.558272
123,AIFM1,0.325049,0.176234,-0.337526,1.43597,0.623258,0.0144521,0.00872625,-1.13259,-0.0115489,1.24886,-0.101676,0.580576,-0.193562,1.22852,-0.0568167,0.570609,0.244438,0.24126,-0.172199,-0.877181,0.0188041,0.636336,0.165887,0.132302,0.175452,0.611271,-0.385309,0.938637,0.0973199,0.0403645,1.13617,1.0775,-1.80942,-0.34247,-0.667462,-0.142625,-1.19527,-0.747866,-0.153844,-0.261641,0.930333,0.174423,1.11197,0.401196,0.173811,-0.12302,1.739,-0.89883,-0.0268987,-0.109648,0.9736,1.75765,0.788279,1.29022,-0.877034,0.204165,0.441935,1.19712,-0.221062,-0.63613,0.0359692,0.390227,0.303715,0.734298,0.426037,-0.177262,0.131855,-0.412053,0.826732,-0.023976,-0.533733,0.0483325,1.17802,0.125055
124,AIFM2,0.755093,-0.159451,-0.934064,-0.242257,0.445524,-0.456006,0.160519,0.0,1.0762,3.05712,-0.522371,0.578444,0.0,1.89148,-1.0336,-0.0025481,-0.196314,-0.579355,0.132941,0.0,1.32585,-0.403894,1.19354,0.384136,0.844819,1.0664,0.670575,0.0,0.0,-1.13787,0.954366,0.0586395,0.0,-0.0328676,0.0,0.0,0.0,0.0,-0.139373,-1.02968,-0.288431,0.0,0.702189,-0.496158,0.0191619,0.291412,1.01718,0.0,-0.244578,-0.283034,-0.896392,1.44773,-0.178105,0.0,0.0,-0.104892,0.953443,1.19362,0.0413787,0.705433,0.356325,0.287785,-0.409606,-0.0856488,0.379828,0.0,-0.922798,-0.812938,0.229098,0.901684,0.457182,0.203434,0.0,1.93389
125,AIM1,-0.807514,-0.284509,-0.643537,0.413338,-1.74257,-0.0555873,0.0,0.943591,0.234355,-0.589958,-0.798682,-0.106044,0.0,-1.24524,0.0,-0.75803,-1.36606,-0.560274,-2.4739,0.0,-0.40908,0.398745,-2.5546,0.260063,-0.762443,0.62297,0.296126,0.0,-0.103194,0.00109053,-0.751839,-1.60965,-1.616,-0.375814,0.0,0.0,-2.23566,1.683,-0.42065,-1.41259,-2.17062,-0.344955,-1.91983,-0.536865,-0.500152,0.410622,0.2328,-1.55296,-1.62466,-1.43979,-0.681422,-0.69226,0.562801,-1.54968,-0.404648,-0.850079,-1.10756,2.61547,2.65238,0.0,-2.38853,-0.535793,-0.160563,-0.832132,0.0,-0.375697,0.512938,-0.990798,-1.24127,0.0,0.960137,-0.34234,-0.581344,-0.198461
126,AIMP1,-0.015895,-0.289871,-0.298333,-0.558933,0.0797245,-0.88317,-0.802348,-0.75718,0.0998672,-0.681774,-0.185982,-0.281746,-1.40979,0.0639394,-0.860115,0.0433888,-0.969823,-0.373704,-0.364035,-1.01455,-0.581586,-0.102094,-0.295992,-0.245483,-0.663145,-0.386176,0.890467,-0.450757,-0.534583,-0.820565,-0.333486,-0.0223204,-1.29553,-0.610231,-0.0711295,-0.719888,-0.384879,-0.499883,0.269504,-0.830121,0.444315,-0.504737,0.0702438,0.0918228,-0.0210341,-0.6959,-0.12334,0.0899738,-0.32873,-0.873186,-0.250071,0.108541,-0.500803,0.352307,-0.438687,-0.535337,-0.736132,0.00915754,-0.384037,-1.13771,-0.141723,-0.0414118,-0.383186,0.428153,-0.58618,-1.11205,-0.0778442,-0.113912,-0.27622,-0.371751,-0.143692,-0.858229,-0.369355,-0.461882
127,AIMP2,0.08777,-0.258788,-0.335873,0.659062,-0.116053,-0.790973,-0.816705,-0.684166,0.398603,-0.470629,0.308249,-0.0304691,-0.00300124,-0.156323,-1.15219,0.337539,-0.616937,0.044777,0.106228,-0.676329,-0.289293,0.109475,-0.249487,-0.0795548,-0.0843041,0.143766,0.0111789,-0.597644,-0.00430062,-0.441485,0.478581,0.192141,-1.25156,-0.196559,-0.875833,-0.760019,-0.426382,-0.0302873,0.712943,-0.34055,0.620835,-0.554955,-0.0637961,0.202408,0.0376103,-0.471855,0.0247007,0.1362,-0.0758898,-0.404531,-0.148933,0.123499,-0.109192,0.133718,0.365726,-0.268351,-0.368217,0.228289,-0.268331,-0.956122,-0.144853,0.204069,-0.00425875,0.068635,-0.37324,-0.0646827,0.156722,-0.0490286,-0.166403,-0.643917,0.980233,-0.427235,0.212359,-0.0808325
128,AIP,-0.201124,-0.166315,0.963996,-0.0525675,-0.427661,0.0147193,-0.853197,-0.674495,-0.57396,-0.388616,-0.394802,0.0547411,-0.680228,-0.247384,-0.905481,-0.524652,-1.09208,-0.47609,-0.846803,-0.570962,-0.0403493,-0.522409,-1.47865,-0.567433,-0.217248,0.175511,-0.262123,-0.406389,-0.546536,-0.277473,-0.648678,-0.402209,-0.744528,-0.925031,-0.659993,-1.13678,-0.727055,0.0395452,0.136302,0.103218,0.00789739,-0.75745,0.0868047,0.402781,-0.541652,-0.182906,-0.0417779,0.151769,-0.249623,-0.259841,-0.179398,-0.666886,-0.162314,-0.667788,-0.203239,-0.588034,-0.448784,0.352829,-0.206542,-1.24258,-1.05043,-0.0706555,-0.421963,-0.588564,-0.905826,-0.394026,-0.721376,-0.346323,-0.615282,-0.719718,0.0776724,-0.661181,-0.269033,-0.2267
129,AK1,0.36614,0.580291,0.604992,1.3817,0.820789,0.0890506,-0.382949,-0.109304,-0.444197,1.29236,-1.06649,-0.193784,-0.264183,0.14139,-0.419176,0.782844,-0.191618,-0.039363,-0.0454395,0.43648,0.749094,1.01904,-0.556976,-0.113494,0.674419,-0.0767291,0.417663,-1.309,-0.688927,0.0574462,0.137668,0.30612,0.248695,-0.202548,0.46397,0.873637,0.149376,-0.135382,1.12795,0.252609,-0.718873,-0.381645,2.62991,0.0312845,-0.475393,0.704803,0.288985,0.0779261,0.496746,-0.221802,-0.759096,0.895803,-0.277274,0.794644,0.0970115,3.49691,0.562719,1.73648,-0.492083,-0.999537,0.396035,2.12266,0.310026,0.0163385,-0.216414,-0.529805,-0.62496,1.1594,-0.358869,-0.376951,1.19287,-0.253937,1.49948,0.383416
130,AK2,1.18471,0.783987,0.809565,1.62699,0.186294,0.174899,0.374286,-0.433942,-0.00403702,1.77247,-0.443431,1.49749,-0.563649,1.90999,0.143181,0.64963,0.212705,-0.13755,-0.0497193,-0.493521,0.944771,0.181781,0.669409,0.274777,0.751683,0.920662,0.383425,0.618569,-0.990962,0.0728537,0.45647,1.47187,-0.856207,-0.626686,-0.958172,0.70864,-1.1638,-0.300642,-0.223461,-0.545214,0.457095,1.0927,0.604457,1.53047,1.42972,1.06246,1.99317,0.428825,0.369349,0.563533,0.819644,2.20864,1.55792,1.50779,-0.397696,-0.456947,0.848402,1.2026,-0.236552,-0.731514,0.92914,0.373886,-0.0755333,0.964866,1.04927,-1.49135,0.38313,0.196368,0.932646,0.400862,-0.125262,-0.113792,-0.0399637,0.116004
131,AK3,1.89932,1.08177,1.78671,2.62945,0.701883,1.31693,0.81679,1.94871,1.74031,1.20264,1.48932,1.90616,0.193877,1.88488,1.16797,1.45904,1.06028,1.4591,1.98452,0.767874,1.96752,-0.179862,1.65435,1.52809,0.928044,1.76794,0.916767,0.0,0.818619,0.993496,1.57415,2.1543,3.0092,1.02492,1.56052,0.0,0.849712,0.303159,0.190236,0.347951,2.04598,0.709293,1.33426,2.93103,2.46558,1.69501,3.31562,2.26075,1.24802,1.40614,1.94578,0.789215,2.41257,1.63238,2.60738,2.77353,2.79914,3.15665,2.86352,0.812929,-0.287288,1.70627,1.31324,1.25473,1.02734,1.73718,0.795461,1.01473,1.69055,1.15926,1.19229,1.93725,2.26535,0.929569
132,AK4,-1.08559,0.707566,0.0852988,1.63779,-0.557621,-0.685751,-0.0483174,-2.43146,1.07111,-1.7513,-0.671698,-1.26226,-0.659922,0.208187,-1.77382,-1.33673,-0.271105,-0.784867,-1.58607,-1.41856,-1.81216,-1.73099,1.32701,0.885888,-1.13276,1.89737,-1.10491,0.0,-0.462005,0.816701,-1.45815,-0.534577,-1.00395,-0.642715,-0.672045,0.0,-2.07314,0.432791,-0.452841,-1.87664,-0.546834,0.508504,-0.686684,0.269702,-0.321521,0.0446196,3.3934,0.619804,0.776956,-0.645555,-0.416476,2.68919,-0.833006,0.877774,-1.43703,-0.0745696,1.29904,-0.289875,-0.976757,-1.52425,0.656501,0.820062,0.0402103,-1.93523,0.754588,-1.71623,-0.157568,-0.168966,0.584684,1.39727,0.218708,-0.813011,-0.702217,0.534597
133,AKAP12,-0.999289,-0.763013,-0.57462,1.1142,-2.24766,-1.1378,-0.169807,-0.236923,0.17623,-1.0094,-0.624542,-0.873713,-0.632708,0.12328,-0.877951,-1.03786,-0.00283135,-0.683763,0.340281,-0.26625,0.421486,-1.34741,-1.78165,-1.94723,0.236426,1.87145,-0.0885776,0.169539,-1.83857,-0.711281,0.273595,-0.962856,0.661116,-0.118532,0.36248,0.302056,0.361081,-0.676698,-0.88311,-0.602036,-0.852931,0.0553799,2.81362,0.226575,-2.10146,-1.07439,-0.257919,-0.0687056,-1.45335,0.234925,-0.445199,0.209435,-0.253187,-0.197791,1.11597,-0.171279,0.251071,0.552382,-0.968786,0.909149,-2.6061,-1.80772,0.51903,-1.26889,-0.0631532,-0.46914,-1.44778,-0.533435,-0.140559,-0.665579,0.248439,1.19315,-0.278212,-0.277476
134,AKAP13,-0.00913012,1.36197,0.327879,-0.243712,0.864321,0.439584,0.345354,0.40439,0.90656,0.525334,-0.62327,-0.541669,-1.05337,-0.811453,0.333008,0.859156,-0.846653,0.0932284,-0.832116,0.345733,1.31856,-0.828034,-0.423912,1.35455,-0.255413,0.584781,-0.136758,0.0,0.423561,0.466628,0.335007,0.164906,0.680845,-0.439815,0.0,0.0,0.423685,0.861711,0.926612,0.382612,0.306239,0.0,-0.63238,-0.332078,0.905106,-0.002993,1.17284,-1.14023,1.11711,-0.168672,0.726787,-0.349283,0.0818329,1.1014,0.666915,0.467907,0.252466,-0.129788,1.02304,0.157912,-0.158469,1.41832,-5.08383,-0.777138,2.35222,0.0,1.23409,1.53851,-0.698523,0.865132,0.0,-0.0909181,1.79014,1.08668
135,AKAP2,0.40641599999999994,0.749132,0.277912,-0.957704,0.288325,-0.0685149,-0.241235,0.45676999999999995,0.607815,-0.938977,-0.351362,-0.156132,0.24889400000000003,0.434777,0.00903322,-0.213155,-0.491318,-0.814682,-1.19426,-0.494443,-0.808814,0.431654,-1.67131,2.45155,0.680109,-0.711299,-0.240752,0.0,-0.499385,0.035668,-1.84305,-0.967514,0.583426,-1.44221,1.2084,0.0,0.09725670000000002,0.46638,-0.26618,-0.539417,-0.828042,0.946244,1.17792,0.500768,-0.49824399999999996,-0.22847000000000003,0.256479,0.645967,0.330557,-1.0368,0.140295,0.3556869999999999,-0.852102,-0.156596,0.228479,0.242586,-0.268981,0.8061950000000001,0.379916,-1.21518,-0.105227,-0.704309,-0.0545994,-0.17686900000000003,-1.11071,-0.8069349999999998,-0.630023,0.7589799999999999,-0.525916,0.187991,-0.958478,-0.635475,-0.503381,0.813012
136,AKAP8,-1.14993,0.389153,-0.46839,0.192658,0.0774815,-0.0305454,-0.359235,-0.243686,-0.734944,-0.677121,-0.171621,0.261451,-1.1418,-0.929838,0.436275,-0.609151,0.310029,0.691759,-1.80858,-1.46594,-0.685327,-1.06234,-0.533414,-0.113137,0.19834,-0.388267,-0.42909,0.0,-0.107812,-0.0633262,-0.250003,0.0802838,0.0,-0.132175,0.911726,0.0,0.438354,-0.0176325,1.28067,-1.35435,-0.484143,0.627475,0.267242,0.749704,-0.158447,-0.648066,-0.355404,0.616987,0.440731,-0.414663,-0.158476,-0.158089,-0.419817,0.0851313,-0.0600602,-0.948178,-0.234718,1.45121,-0.596394,0.0,-0.989923,1.15908,-1.45714,-0.774062,-0.436819,-0.251596,-0.019924,0.217812,-0.322138,-0.321333,-0.251062,0.133509,0.23475,-0.675094
137,AKAP8L,-1.10481,-0.902707,-1.2321,-1.09409,-1.14363,-0.0827028,-2.04201,-1.03098,-1.19753,-1.38231,-0.556245,-0.382464,-2.0949,-1.03292,0.0351752,-1.47076,-0.0649967,-0.402866,-1.90781,-2.27042,-0.0258393,-2.36821,-0.805913,0.258123,-0.570036,-0.393109,-2.36976,0.0,-0.443453,0.0,-1.11517,-0.637039,-0.152263,-0.220047,0.0,0.0,0.238559,-0.18543,-1.47737,-2.99285,-1.38603,-0.212752,-0.129612,0.368308,-0.88851,-1.19411,-0.112018,-0.378776,0.104264,-1.43795,-0.201175,-0.633727,-1.42504,-0.17852,-2.52408,-1.63546,-1.10295,-1.57037,-0.0368372,0.0,-0.952003,-0.380637,-0.310918,-1.52668,-1.0276,-0.491088,-1.3424,-0.283446,-1.83293,-0.697474,-1.27815,-0.811382,-0.220203,1.38431
138,AKAP9,-0.34554,0.128001,0.141076,0.506923,-0.480825,0.347751,0.380596,-0.850457,0.562419,-0.628571,0.0588642,0.144966,0.0,-0.607202,-0.255152,0.425631,-0.189382,-0.414586,0.63233,0.565279,0.554823,-1.08442,0.302432,-0.260063,0.214109,0.560855,-0.937948,0.0,0.116595,0.643576,1.18222,0.364888,-0.895945,0.204289,0.0,0.0,-0.116103,0.467578,2.71011,1.73612,-0.782243,1.11259,0.639961,0.133202,-0.236624,-0.727899,-0.381982,-0.260603,0.367336,-0.219376,0.226155,0.691448,0.0358698,0.836828,-0.693668,-0.691398,0.742754,-0.436633,0.730183,-0.414999,0.630712,0.262183,1.55581,-0.483689,0.956053,-0.339863,0.21279,0.953999,0.395111,1.06393,0.36892,0.796973,0.787271,3.16135
139,AKR1A1,1.26329,2.19635,3.07053,1.70353,1.52538,2.42818,1.55589,1.33154,3.46758,1.391,0.926008,1.91632,1.36581,1.27964,0.827523,1.72158,0.0941699,1.42563,1.35,1.64822,1.20126,2.16237,1.28861,2.24414,0.388074,1.55867,1.76903,1.52167,0.651935,2.0219,2.08447,0.92144,0.912404,-0.657537,0.863675,2.2266,0.732561,2.04826,1.9903,1.78797,1.19914,0.644345,3.15828,1.30152,1.47099,3.19401,5.34498,1.72326,2.24687,2.23586,1.74859,1.83562,2.41238,2.41273,2.23205,0.983458,2.00414,2.36548,2.32852,1.72928,4.14153,2.83163,0.169029,0.750703,0.327114,1.32603,1.23426,0.599423,1.23876,2.3137,1.14173,0.0358139,0.333923,2.93279
140,AKR1B1,-0.473386,-0.0112242,-0.468616,0.182522,0.351612,0.00141389,0.21635,-0.388842,1.47766,-0.247803,0.26369,0.0849091,0.3168,0.408623,-0.697132,0.466378,-0.175063,0.195026,0.0276059,-0.0127615,0.914256,-0.32724,-0.295651,-0.340111,-0.209258,-0.288806,0.0702719,0.367788,-0.0567189,0.181268,0.559215,-1.4162,-0.464358,0.965739,-2.03049,-0.47498,0.233149,-0.425292,-0.15538,0.16705,-0.615739,-0.529933,0.345398,-0.472461,-0.458404,-0.474841,-0.254246,0.552948,0.489757,0.978086,0.097336,0.948046,-0.444672,-0.0247426,0.199316,0.331246,0.0357224,1.03615,0.816807,1.04999,-0.484779,0.112613,-0.103242,-0.43354,-0.375669,-0.502453,-0.244231,-0.0413426,0.148425,0.413659,-0.354436,0.458497,0.596605,-0.226206
141,AKR1C1,-1.18728,3.43885,0.155539,1.22901,0.0,0.114322,-0.495647,0.408577,0.924697,0.0,-1.07341,0.745347,0.14048,0.0,0.0,0.0215206,-0.270103,1.88324,0.0,0.279939,-0.886209,-0.647008,-1.29753,0.124706,-0.307275,-0.162039,-0.804859,0.0,0.313695,1.79875,-0.656714,0.296826,-0.699169,2.32658,1.75819,0.0,0.702179,-0.405183,3.15395,0.690619,0.881235,-1.40854,3.86648,0.403502,-0.144386,-0.560293,4.67863,0.0,-0.164703,1.57213,0.0684633,-0.771151,-0.126759,-0.524862,0.880203,1.55162,-0.63755,2.23347,2.17002,0.151869,0.0,0.829273,1.73259,-0.521268,-0.586271,1.2889,-1.77432,-0.991672,0.847293,-1.42441,0.0,-1.22781,-1.04504,3.34971
142,AKR7A2,0.698827,0.724832,1.68808,1.04565,0.674545,0.190684,0.460577,1.3737,1.24276,1.41648,0.333043,1.24296,0.669108,0.517275,0.832865,0.93063,0.437433,1.35298,0.968393,0.538931,1.94518,0.825916,0.0371353,-0.201061,-0.0817447,1.66447,1.16287,0.836945,-0.156042,0.663814,0.923923,0.591979,1.14145,-0.183183,0.558811,0.908032,0.0753687,0.807797,1.05116,0.652775,0.201537,0.879285,1.93164,0.797102,0.653433,1.35713,3.17401,0.644097,0.781366,0.904517,1.08595,0.768821,1.154,0.899772,1.89108,0.253553,1.56116,2.52693,1.28186,0.844411,1.08298,1.54397,0.416894,1.25666,0.421629,0.438733,0.39913,0.655524,0.628393,0.612602,-0.113013,0.318817,0.836346,0.980952
143,AKT1,-0.578388,0.427465,0.882365,0.66196,1.1334,0.690937,0.225704,0.808294,0.467493,0.141308,-0.172746,-0.241392,0.501056,-0.0801425,-1.20952,0.501555,-0.893595,0.777349,-0.557129,0.205336,0.423496,0.686667,-0.0560188,-0.408311,-0.0504532,0.0157902,-0.0560616,0.0,0.212284,0.728153,0.115551,-0.216904,0.804113,0.542245,0.335153,0.0,-0.171168,-0.490563,0.438587,1.1044,0.490094,-0.688067,1.76431,0.75551,-0.219164,-0.176144,0.926702,-0.15288,0.624961,0.128255,0.506913,0.847092,0.672405,0.179411,0.427551,0.012215,-0.0880966,-0.525967,0.436699,-0.125911,0.39469,0.0192549,0.266185,0.0749066,0.416887,-0.000280775,-0.139274,-0.21115,-0.308726,-0.14959,-1.12044,0.409194,-0.36008,0.134544
144,AKT1S1,0.0198555,-1.16659,0.0,-0.483663,0.408734,0.215864,-0.401075,0.0,-0.468595,0.0,0.0,1.32997,1.52762,0.0,0.0,0.0,0.641549,-0.995774,-0.45321,0.0,-0.503798,0.617822,-0.427658,1.46538,1.61754,-0.892671,0.0,0.0,0.0,-1.39201,-1.09778,-1.09644,0.0,0.766551,0.0,0.0,0.0,0.0,-1.70078,0.0,-0.493058,0.687324,0.863934,1.0279,0.870595,-0.242327,0.739262,0.0,0.53401,0.0,0.254798,0.0676864,0.200271,-0.137603,1.36675,0.0,0.743681,1.54797,-0.121387,-1.76831,0.241486,0.377281,-1.2221,-0.346403,-0.727318,-1.62638,-0.142713,0.0,-1.52908,-1.37155,-0.31459,0.736419,0.0914954,-1.17089
145,AKT2,0.3432173,0.43261,0.2510331,0.0611423,0.620009,0.46573149999999996,0.238879,0.9623555,0.09989075,-0.117016,0.25893750000000004,0.5637605,0.119032,-0.253647,-0.117129,0.0732792,0.05503049999999998,0.71113,-0.782834,0.563614,0.518169,-0.1821875,-0.27951000000000004,-0.3067525,-0.016464549999999998,-0.0905535,-0.283082,0.0,0.0948862,-0.209236,0.4464765,-0.341888,0.7747265000000001,0.9352699999999999,-0.256132,0.0,0.6508590000000001,-0.682814,-0.2193394525,0.391443,0.26232,0.0633125,1.243025,0.5065149999999999,-0.27791299999999997,-0.428699,1.15105,-0.572195,0.3194555,-0.1853425,0.8644515,0.010445999999999983,0.5640305,0.27467,0.544506,-0.228154,0.264237,-0.629925,0.455949,0.35445400000000005,0.570252,1.023366,-0.6311709999999999,0.10480195,-0.0543471,0.00882879,-0.385958,-0.1878145,0.176871,-0.452504,-0.794981,0.466734,-0.280964,-0.062954325
146,AKT3,1.02868,0.280975,0.77102,0.375974,0.90534,0.981396,0.545565,0.722537,0.0921222,0.474039,0.0938728,-0.497116,-0.431082,0.961421,-0.0159553,1.1678,-0.0886772,-0.0755724,-0.226694,0.168743,0.597466,-0.463454,1.5773,-2.77181,-0.106193,0.0128593,1.24756,0.0,-0.510374,-0.255771,0.60045,0.775951,0.817515,0.586478,0.651422,0.0,0.496507,-0.626961,1.2093,1.2294,0.582888,0.383386,0.792061,0.786511,0.471764,0.628114,0.945512,-1.59742,-1.28829,-0.186403,1.32052,1.47555,0.912594,0.515677,0.471932,-1.1295,0.893106,-0.326961,0.443651,0.079844,0.100019,-0.265473,-0.11751,0.709117,1.13023,-0.417138,-0.463398,0.647657,0.496953,0.289268,0.454709,-1.44927,-0.0180003,0.0
147,ALAD,1.00039,2.07014,2.14016,1.98144,1.88732,2.13542,0.578722,1.36041,2.12133,3.23697,1.09124,2.51751,1.13952,1.67215,1.07043,1.37274,0.259614,1.5276,1.50812,2.30809,3.11602,2.96557,0.894608,0.362137,0.673302,2.74363,1.48292,0.0,0.0872577,2.28772,2.10195,1.67423,2.56367,0.912205,5.08356,0.0,0.807181,-0.222004,2.87605,1.81164,1.10473,1.65662,2.38826,1.69101,2.23314,2.22768,4.09965,1.778,1.35089,1.84724,1.7725,3.14252,1.47938,2.2083,3.33137,3.21484,1.76369,3.39609,1.84075,1.22549,1.7788,-0.363167,0.485051,1.51459,0.813974,1.55917,-0.310929,2.21774,1.14354,0.526228,3.03483,1.18037,1.04968,1.93023
148,ALCAM,-1.01215,-0.337823,-0.949606,-0.938858,-0.806937,-1.33136,-1.69436,-0.664215,0.323244,-1.16911,-0.510522,-0.159126,-2.44526,-0.20229,-1.8908,0.010362,-1.32339,-0.151515,-0.284876,-2.32109,-1.68941,-1.12553,-0.959275,0.963057,-0.55104,-0.394447,-0.660931,0.0,-2.08464,-0.0283082,-0.927871,-0.730367,-1.13487,-0.934419,-2.32019,0.0,-0.732733,-1.75959,1.06638,-0.701982,-1.47154,-0.54215,-0.804271,-0.551299,-0.777664,-0.78139,-0.334527,-0.654308,-1.43132,-0.661128,-1.25134,-0.76513,-0.749098,-1.31492,-1.42531,-2.27536,-1.13619,-0.527389,-0.285677,0.0,-0.991735,0.141066,-0.910901,-1.098,-1.75553,-1.59153,-1.53805,-0.247111,-1.77611,-0.693148,-0.643309,-0.314333,-0.635888,0.608373
149,ALDH16A1,1.39796,1.26419,1.73245,-0.0361418,0.498693,1.08186,0.930317,1.31188,2.01855,0.225566,1.56866,1.223,1.13734,0.577739,1.19226,1.24461,0.428587,0.906362,0.189515,0.883048,1.20753,2.09843,0.300261,0.690256,1.40062,0.854713,0.37693,0.0,0.596738,1.03887,1.17784,1.12755,0.665645,2.0914,1.59914,0.0,0.409027,0.753723,0.859716,-0.26453,1.62323,0.920054,0.763727,1.36533,1.31313,1.04376,1.74782,0.929985,0.670138,1.20845,1.39185,0.88362,1.39074,1.01806,1.62411,0.522577,1.40852,0.603479,1.35595,0.857121,1.25432,0.0911009,0.150213,0.563517,0.435744,-0.403793,0.188591,0.748977,0.316992,1.05185,1.52885,1.06742,-0.182916,1.37276
150,ALDH18A1,0.216495,0.339034,-0.635831,1.33016,-0.116168,0.109175,-0.739405,0.24722,-1.16622,0.486718,1.07991,0.772389,-0.721836,1.22099,0.245632,1.02894,-0.445807,-0.417866,-1.28012,-1.07026,-0.299483,-0.924425,0.308131,1.03541,-0.0674779,0.0660532,-1.43437,0.729648,-0.169479,0.195635,-0.502085,-0.105589,-0.699703,0.150552,-0.699609,0.0,-0.376571,0.41046,-0.190524,0.563538,0.0531695,0.351166,0.823313,0.0236156,0.140115,-0.602735,1.13754,-0.299701,0.44051,-1.23186,0.273485,0.798604,0.617049,0.731122,-1.10567,-0.56037,-0.369784,-0.837506,-0.216649,-0.795,-1.13747,-0.0868943,-0.119173,-0.186771,0.662306,0.711293,-0.487027,0.109418,0.566191,-0.392744,-0.162577,-0.478356,0.92349,-0.812321
151,ALDH1A1,3.9956,3.58373,3.72622,4.82423,-2.73422,3.342,1.58876,-0.22719,4.34881,4.07855,2.21328,2.62616,2.36157,0.0,2.37722,2.05533,0.606329,-5.04256,2.60603,2.96554,3.68359,0.0,3.03233,1.44562,0.0,4.72004,2.02253,-3.69808,1.70145,3.7434,1.11733,3.28775,1.54135,0.0,2.55054,-1.45328,2.15597,3.8716,2.93886,-0.232425,3.61152,2.48788,2.69443,0.0,3.12005,3.92677,2.6774,0.0,3.26822,4.20439,3.35787,3.63008,2.42667,2.54545,2.7463,3.72209,2.05751,0.0,2.76566,2.20514,1.79665,3.65361,4.00335,4.79962,3.95979,1.53569,1.10596,0.0,4.50918,3.92239,3.66915,2.70802,0.630695,2.95665
